# Injection truth table -- cmf2.00_n600_s2033_flat_iso  seed=2033
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.103 M_sun
# 600 cores assigned to 76 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.103 versus 0.0643 M_sun, median |log10 ratio| 0.167 dex
# drawn contrast versus node contrast at the drawn column: median 1.231 versus 1.242, median |log10 ratio| 0.012 dex
# drawn observed size versus node size FWHMSDbs: median 40.3 versus 41.6 arcsec, median |log10 ratio| 0.064 dex
# target background column: median 5.04e+21 cm^-2 (5th 3.06e+21, 95th 1.63e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.49 +/- 0.09  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.29 +/- 0.13  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  231  i02j05k07       573    638    4.734e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  232  i02j05k07       543    863    5.744e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  233  i02j05k07       142    911    4.513e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  234  i02j05k07       741    349    5.387e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  235  i02j05k07       937    477    4.738e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  236  i02j05k07       291    620    4.569e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  237  i02j05k07       861    670    6.025e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  238  i02j05k07       546    652    4.868e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  239  i02j05k07       521    781    7.101e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  240  i02j05k07       689    679    5.328e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  241  i02j05k07       855    483    5.607e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  242  i02j05k07       231    782    6.042e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  243  i02j05k07       361    898    4.783e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  244  i02j05k07       626    744    6.427e+21    6.000e+21   11.63    2.133e-20  0.0444    25.98    41.23  1
  245  i05j13k04       459    433    2.085e+22    4.800e+22    7.16    6.858e-18  1.3732    96.94    22.45  1
  246  i03j11k06        44    266    1.363e+22    1.200e+22    8.90    8.385e-19  0.5827    27.75    31.81  1
  247  i03j11k06       221    532    2.042e+22    1.200e+22    8.90    8.385e-19  0.5827    27.75    31.81  1
  248  i04j10k06       233    467    2.457e+22    2.400e+22    8.28    6.371e-19  0.3792    22.98    29.92  1
  249  i04j10k06       415    418    2.495e+22    2.400e+22    8.28    6.371e-19  0.3792    22.98    29.92  1
  250  i03j10k06       769    479    1.372e+22    1.200e+22    9.08    6.594e-19  0.3795    22.10    29.49  1
  251  i04j09k06       375    410    2.117e+22    2.400e+22    8.38    4.674e-19  0.2472    19.72    27.88  1
  252  i04j09k06       727    488    2.347e+22    2.400e+22    8.38    4.674e-19  0.2472    19.72    27.88  1
  253  i03j09k06       403     89    1.123e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  254  i03j09k06       680    596    1.317e+22    1.200e+22    9.29    4.724e-19  0.2469    19.24    27.56  1
  255  i02j09k06       372    564    8.953e+21    6.000e+21   10.13    4.836e-19  0.2470    18.81    27.25  1
  256  i02j09k06        75    134    8.743e+21    6.000e+21   10.13    4.836e-19  0.2470    18.81    27.25  1
  257  i04j08k06       192    118    1.823e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  258  i04j08k06       379    315    1.936e+22    2.400e+22    8.47    3.221e-19  0.1608    18.00    26.74  1
  259  i03j08k06       158    125    1.523e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  260  i03j08k06       459    465    1.510e+22    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  261  i03j08k06       836    811    9.620e+21    1.200e+22    9.50    3.197e-19  0.1608    17.78    26.65  1
  262  i02j08k06       919    623    9.112e+21    6.000e+21   10.51    3.265e-19  0.1607    17.47    26.37  1
  263  i02j08k06       272    424    9.665e+21    6.000e+21   10.51    3.265e-19  0.1607    17.47    26.37  1
  264  i03j07k06       142     98    9.767e+21    1.200e+22    9.67    2.138e-19  0.1047    16.93    25.99  1
  265  i03j07k06       272    242    1.777e+22    1.200e+22    9.67    2.138e-19  0.1047    16.93    25.99  1
  266  i03j07k06       826    730    1.317e+22    1.200e+22    9.67    2.138e-19  0.1047    16.93    25.99  1
  267  i03j06k06       308    171    9.144e+21    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  268  i03j06k06       327    448    9.313e+21    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  269  i03j06k06       337    432    1.009e+22    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  270  i03j06k06       367    288    1.286e+22    1.200e+22    9.80    1.402e-19  0.0682    16.48    25.62  1
  271  i02j06k06       802    476    6.802e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  272  i02j06k06       728    229    6.847e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  273  i02j06k06       741    924    5.637e+21    6.000e+21   11.13    1.422e-19  0.0682    16.32    25.45  1
  274  i01j04k06       334    747    4.161e+21    3.000e+21   13.16    5.827e-20  0.0289    16.10    25.43  1
  275  i03j05k06       291    403    1.028e+22    1.200e+22    9.90    9.190e-20  0.0445    16.19    25.41  1
  276  i02j05k06       616    225    4.868e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  277  i02j05k06        49    872    7.486e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  278  i02j05k06       368     45    7.618e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  279  i02j05k06        45    497    7.635e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  280  i02j05k06       865    874    5.083e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  281  i02j05k06       587    617    5.512e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  282  i02j05k06       412    652    4.843e+21    6.000e+21   11.34    9.133e-20  0.0445    16.16    25.40  1
  283  i01j05k06       863    107    2.979e+21    3.000e+21   12.83    9.354e-20  0.0444    15.98    25.18  1
  284  i01j03k06       121    924    4.251e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  285  i01j03k06       941    340    3.583e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  286  i01j03k06       383    756    4.220e+21    3.000e+21   13.37    3.904e-20  0.0188    15.87    25.15  1
  287  i02j04k06       423    634    4.798e+21    6.000e+21   11.49    6.197e-20  0.0289    15.80    24.99  1
  288  i04j10k03       219    511    2.196e+22    2.400e+22    7.23    1.854e-17  0.3794    22.50    18.83  1
  289  i03j09k01       298    416    1.085e+22    1.200e+22    6.75    1.266e-16  0.2471    18.10    17.25  1
  290  i03j06k05       162    214    1.730e+22    1.200e+22    9.41    6.091e-19  0.0683    10.43    18.25  1
  291  i03j06k05       155    263    1.742e+22    1.200e+22    9.41    6.091e-19  0.0683    10.43    18.25  1
  292  i03j09k04       110    291    1.525e+22    1.200e+22    8.01    5.863e-18  0.2472    12.21    17.80  1
  293  i03j08k01       433    191    1.160e+22    1.200e+22    6.74    1.331e-16  0.1610    10.88    15.58  1
  294  i05j08k01       271    292    3.027e+22    4.800e+22    6.65    1.170e-16  0.1609    10.89    15.59  1
  295  i05j08k03       273    325    2.805e+22    4.800e+22    7.05    1.486e-17  0.1610     8.75    15.67  1
  296  i03j08k02        49    332    1.735e+22    1.200e+22    7.08    4.488e-17  0.1610     8.93    15.30  1
