# Date: 09/12/2014 Time: 20:28:47
#
# SIMHERSCHEL = Simulate Sources for Herschel Images = Dec 09 2014 20:28    
# Alexander Men'shchikov, SAp IRFU CEA Saclay, France (alexander.menshchikov@cea.fr)
# Using CFITSIO library version 3.260 by William D Pence (william.d.pence@nasa.gov)
#___________________________________________________________________________________________________________________________________
#
# TRUTH TABLE FOR MODEL SOURCES populating '/dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/140104_fin/combo_cores/+visuals/sm.aquila.250.obs.bg2.relitent.fits'
#
# based on '/dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo_cores/+visuals/sm.aquila.255.obs.background.m.fits'
#      and '/dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo/aquila.255.omask.fits'
#___________________________________________________________________________________________________________________________________
#
# CONFIGURATION PARAMETERS USED BY SIMHERSCHEL:
#
#    distance:  260.0
#    waveband:  250.0
#     obsbeam: 18.2
#   nmassbins: 41
#      ncores: 2000  1 44  1 44  1 43
#      nproto:    0  0  0
#     xmasslo:  0.020
#      plexp1: -1.70
#     xmassb1:  0.150
#      plexp2: -1.70
#     xmassb2:  0.500
#      plexp3: -1.70
#     xmasshi: 30.000
#    artscale:  1.000
#    cdthresh:  5.00E+21
#     cdfact1:  0.50
#     cdfact2: 99999.00
#     cdfact3:  0.00
#      maxtry:    99999
#  maxobsbeam: 36.3
#   cdensname: /dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo_cores/+visuals/sm.aquila.255.obs.background.m.fits
#    maskname: /dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo/aquila.255.omask.fits
#    backname: /dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/140104_fin/combo_cores/+visuals/sm.aquila.250.obs.bg2.relitent.fits
#    basepath: /dsm/protoserver/data/amenshch/simulations_images/130615_RT_Cores_3as_260pc
#___________________________________________________________________________________________________________________________________
#
# Distance: 260.00 pc, waveband: 250.0 microns, beam: 18.2 arcsec
# Path to the radiative transfer models: /dsm/protoserver/data/amenshch/simulations_images/130615_RT_Cores_3as_260pc
#___________________________________________________________________________________________________________________________________
#
# TABULATED QUANTITIES
#
#   NO ............ Source's running number ..................................
#   NP ............ Source's population number ...............................
#   NM ............ Source's model number ....................................
#   XPIX .......... X-coordinate of current source ........................... (pixels) relative to the lower-left pixel
#   YPIX .......... Y-coordinate of current source ........................... (pixels) relative to the lower-left pixel
#   XARCS ......... X-coordinate of current source ........................... (arcsec) relative to the lower-left pixel
#   YARCS ......... Y-coordinate of current source ........................... (arcsec) relative to the lower-left pixel
#   RAD_AS ........ Model outer radius ....................................... (arcsec)
#   RAD_AU ........ Model outer radius ....................................... (AU)
#   RAD_BES ....... Model equivalent FWHM radius ............................. (arcsec)
#   AFWHM ......... Model full size at half-maximum intensity ................ (arcsec)
#   MASS .......... Model mass ............................................... (Msun)
#   ACC_LUMIN ..... Model accretion luminosity ............................... (Lsun)
#   DFWHM_INT ..... Model diameter (FWHM) from intensity distribution ........ (parsec)
#   DFWHM_DEN ..... Model diameter (FWHM) from density distribution .......... (parsec)
#   C_COLUMN ...... Central column density ................................... (H2/cm^2)
#   AV_COLUMN ..... Mass-averaged column density ............................. (H2/cm^2)
#   TOTFLUXJY ..... Total flux of the model .................................. (Jy)
#   PKJYBEAM ...... Peak intensity of the model .............................. (Jy/beam)
#   PKMJYSR ....... Peak intensity of the model .............................. (MJy/sr)
#   BACKSTD ....... Standard deviation of the local background ............... (MJy/sr)
#   SNRATIO ....... Signal-to-noise ratio PKMJYSR/BACKSTD ....................
#   TD_MASSAV ..... Mass-averaged temperature ................................ (K)
#   CDTHRESH ...... Column density threshold for placement of sources ........ (H2/cm^2)
#   CDLOCMEAN ..... Column density local mean for placement of sources ....... (H2/cm^2)
#   CDLOCMAX ...... Column density local maximum for placement of sources .... (H2/cm^2)
#   CONTRAST ...... Intrinsic contrast: AV_COLUMN/CDLOCMAX ...................
#   APPCONTR ...... Apparent contrast: (AV_COLUMN_convolved)/CDLOCMAX ........
#___________________________________________________________________________________________________________________________________
#
#   1  2    3     4       5       6       7       8       9      10      11       12        13         14         15         16         17         18         19         20         21         22         23         24         25         26         27         28
#  NO NP   NM   XPIX    YPIX    XARCS  YARCS   RAD_AS  RAD_AU  RAD_PC   AFWHM    MASS   ACC_LUMIN  DFWHM_INT  DFWHM_DEN   C_COLUMN  AV_COLUMN  TOTFLUXJY  PKJYBEAM    PKMJYSR    BACKSTD    SNRATIO   TD_MASSAV   CDTHRESH  CDLOCMEAN   CDLOCMAX   CONTRAST   APPCONTR
#
  338  3  112  2346.0  3756.0  7038.0 11268.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  9.408E+00  8.410E+00  8.196E+00  5.000E+21  1.078E+22  1.284E+22  6.721E+00  1.385E+00
  339  3  112  3238.0  3606.0  9714.0 10818.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  1.184E+01  6.684E+00  8.196E+00  5.000E+21  1.027E+22  1.298E+22  6.652E+00  1.371E+00
  340  3  112  2131.0  3764.0  6393.0 11292.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  3.539E+01  2.235E+00  8.196E+00  5.000E+21  8.742E+21  1.034E+22  8.345E+00  1.720E+00
  341  3  112  2632.0  3250.0  7896.0  9750.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  2.854E+01  2.772E+00  8.196E+00  5.000E+21  1.276E+22  1.539E+22  5.609E+00  1.156E+00
  342  3  112  2514.0  3116.0  7542.0  9348.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  1.399E+01  5.654E+00  8.196E+00  5.000E+21  1.013E+22  1.102E+22  7.836E+00  1.615E+00
  343  3  112  2153.0  3881.0  6459.0 11643.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  9.865E+00  8.020E+00  8.196E+00  5.000E+21  8.606E+21  1.048E+22  8.239E+00  1.698E+00
  344  3  112  2176.0  1074.0  6528.0  3222.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  1.203E+01  6.577E+00  8.196E+00  5.000E+21  1.013E+22  1.129E+22  7.647E+00  1.576E+00
  345  3  112  3343.0  3751.0 10029.0 11253.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  2.337E+01  3.386E+00  8.196E+00  5.000E+21  1.055E+22  1.718E+22  5.024E+00  1.035E+00
  346  3  112  2698.0  3268.0  8094.0  9804.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  1.188E+01  6.660E+00  8.196E+00  5.000E+21  1.028E+22  1.108E+22  7.788E+00  1.605E+00
  347  3  112  3304.0  3565.0  9912.0 10695.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  1.721E+01  4.597E+00  8.196E+00  5.000E+21  9.879E+21  1.176E+22  7.343E+00  1.513E+00
  348  3  112  2280.0  3601.0  6840.0 10803.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  2.747E+01  2.880E+00  8.196E+00  5.000E+21  1.040E+22  1.172E+22  7.365E+00  1.518E+00
  349  3  112  2269.0  3180.0  6807.0  9540.0   9.273  2411.0 20.0223   18.97   0.6646  0.000E+00  2.332E-02  9.830E-03  2.899E+23  8.632E+22  9.630E-01  6.979E-01  7.912E+01  4.445E+01  1.780E+00  8.196E+00  5.000E+21  9.279E+21  1.073E+22  8.048E+00  1.659E+00
  350  1   39  2330.0  3403.0  6990.0 10209.0  33.269  8650.0 35.0397   60.00   4.7120  0.000E+00  8.201E-02  3.518E-02  1.612E+23  4.996E+22  1.048E+01  1.324E+00  1.501E+02  1.793E+02  8.372E-01  8.868E+00  5.000E+21  9.545E+21  1.094E+22  4.566E+00  3.514E+00
  351  1   39  2948.0  2986.0  8844.0  8958.0  33.269  8650.0 35.0397   60.00   4.7120  0.000E+00  8.201E-02  3.518E-02  1.612E+23  4.996E+22  1.048E+01  1.324E+00  1.501E+02  4.140E+01  3.626E+00  8.868E+00  5.000E+21  1.009E+22  1.388E+22  3.599E+00  2.770E+00
  352  1   39  2355.0   983.0  7065.0  2949.0  33.269  8650.0 35.0397   60.00   4.7120  0.000E+00  8.201E-02  3.518E-02  1.612E+23  4.996E+22  1.048E+01  1.324E+00  1.501E+02  9.167E+01  1.637E+00  8.868E+00  5.000E+21  9.104E+21  1.080E+22  4.624E+00  3.559E+00
  353  1   39  2195.0  1170.0  6585.0  3510.0  33.269  8650.0 35.0397   60.00   4.7120  0.000E+00  8.201E-02  3.518E-02  1.612E+23  4.996E+22  1.048E+01  1.324E+00  1.501E+02  1.045E+01  1.436E+01  8.868E+00  5.000E+21  1.043E+22  1.172E+22  4.264E+00  3.282E+00
  354  1   39  2413.0  3806.0  7239.0 11418.0  33.269  8650.0 35.0397   60.00   4.7120  0.000E+00  8.201E-02  3.518E-02  1.612E+23  4.996E+22  1.048E+01  1.324E+00  1.501E+02  2.349E+01  6.388E+00  8.868E+00  5.000E+21  9.811E+21  1.089E+22  4.590E+00  3.532E+00
  355  1   41  1583.0  2938.0  4749.0  8814.0  47.962 12470.0 46.8454   84.00   6.8690  0.000E+00  1.171E-01  5.074E-02  1.118E+23  3.542E+22  1.737E+01  1.171E+00  1.328E+02  2.015E+01  6.589E+00  9.334E+00  5.000E+21  8.923E+21  1.047E+22  3.383E+00  2.957E+00
  356  1   41  2966.0  4179.0  8898.0 12537.0  47.962 12470.0 46.8454   84.00   6.8690  0.000E+00  1.171E-01  5.074E-02  1.118E+23  3.542E+22  1.737E+01  1.171E+00  1.328E+02  2.089E+01  6.356E+00  9.334E+00  5.000E+21  9.194E+21  1.031E+22  3.436E+00  3.004E+00
  357  1   41  2412.0  1096.0  7236.0  3288.0  47.962 12470.0 46.8454   84.00   6.8690  0.000E+00  1.171E-01  5.074E-02  1.118E+23  3.542E+22  1.737E+01  1.171E+00  1.328E+02  1.432E+01  9.272E+00  9.334E+00  5.000E+21  9.764E+21  1.032E+22  3.431E+00  2.999E+00
  358  1   41  1814.0  2924.0  5442.0  8772.0  47.962 12470.0 46.8454   84.00   6.8690  0.000E+00  1.171E-01  5.074E-02  1.118E+23  3.542E+22  1.737E+01  1.171E+00  1.328E+02  1.667E+01  7.963E+00  9.334E+00  5.000E+21  9.872E+21  1.100E+22  3.220E+00  2.815E+00
  359  1   41  2968.0  3513.0  8904.0 10539.0  47.962 12470.0 46.8454   84.00   6.8690  0.000E+00  1.171E-01  5.074E-02  1.118E+23  3.542E+22  1.737E+01  1.171E+00  1.328E+02  1.298E+01  1.023E+01  9.334E+00  5.000E+21  9.313E+21  1.132E+22  3.128E+00  2.735E+00
  360  1   41  2131.0  1103.0  6393.0  3309.0  47.962 12470.0 46.8454   84.00   6.8690  0.000E+00  1.171E-01  5.074E-02  1.118E+23  3.542E+22  1.737E+01  1.171E+00  1.328E+02  2.634E+01  5.041E+00  9.334E+00  5.000E+21  1.004E+22  1.132E+22  3.128E+00  2.734E+00
  361  1   43  1766.0  3022.0  5298.0  9066.0  68.923 17920.0 64.6456  120.00   9.8500  0.000E+00  1.625E-01  7.275E-02  7.759E+22  2.561E+22  3.400E+01  1.202E+00  1.362E+02  1.096E+01  1.243E+01  9.816E+00  5.000E+21  8.558E+21  9.027E+21  2.837E+00  2.652E+00
  362  1   43  3684.0  3623.0 11052.0 10869.0  68.923 17920.0 64.6456  120.00   9.8500  0.000E+00  1.625E-01  7.275E-02  7.759E+22  2.561E+22  3.400E+01  1.202E+00  1.362E+02  2.820E+01  4.830E+00  9.816E+00  5.000E+21  6.797E+21  8.535E+21  3.001E+00  2.805E+00
  363  1   43  1818.0  3151.0  5454.0  9453.0  68.923 17920.0 64.6456  120.00   9.8500  0.000E+00  1.625E-01  7.275E-02  7.759E+22  2.561E+22  3.400E+01  1.202E+00  1.362E+02  1.550E+01  8.786E+00  9.816E+00  5.000E+21  7.891E+21  8.255E+21  3.103E+00  2.900E+00
  364  1   43  2440.0  2450.0  7320.0  7350.0  68.923 17920.0 64.6456  120.00   9.8500  0.000E+00  1.625E-01  7.275E-02  7.759E+22  2.561E+22  3.400E+01  1.202E+00  1.362E+02  9.445E+00  1.442E+01  9.816E+00  5.000E+21  8.077E+21  8.466E+21  3.025E+00  2.828E+00
  365  1   43  2650.0  3632.0  7950.0 10896.0  68.923 17920.0 64.6456  120.00   9.8500  0.000E+00  1.625E-01  7.275E-02  7.759E+22  2.561E+22  3.400E+01  1.202E+00  1.362E+02  2.029E+01  6.713E+00  9.816E+00  5.000E+21  7.815E+21  8.935E+21  2.866E+00  2.679E+00
  366  1   33  2786.0  3083.0  8358.0  9249.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  3.232E+01  3.269E+00  7.670E+00  5.000E+21  1.027E+22  1.238E+22  1.140E+01  3.105E+00
  367  1   33  2266.0  3428.0  6798.0 10284.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  2.385E+02  4.430E-01  7.670E+00  5.000E+21  1.006E+22  1.346E+22  1.048E+01  2.856E+00
  368  1   33  2438.0  3428.0  7314.0 10284.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  1.537E+02  6.872E-01  7.670E+00  5.000E+21  1.010E+22  1.194E+22  1.181E+01  3.219E+00
  369  1   33  2371.0  3805.0  7113.0 11415.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  1.640E+01  6.440E+00  7.670E+00  5.000E+21  1.012E+22  1.237E+22  1.141E+01  3.109E+00
  370  1   33  2777.0  3459.0  8331.0 10377.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  3.225E+01  3.276E+00  7.670E+00  5.000E+21  1.011E+22  1.174E+22  1.202E+01  3.275E+00
  371  1   33  2428.0  3706.0  7284.0 11118.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  3.476E+01  3.039E+00  7.670E+00  5.000E+21  1.030E+22  1.186E+22  1.189E+01  3.240E+00
  372  1   33  3178.0  3350.0  9534.0 10050.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  1.136E+01  9.301E+00  7.670E+00  5.000E+21  1.102E+22  1.180E+22  1.196E+01  3.259E+00
  373  1   33  2576.0  3291.0  7728.0  9873.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  3.679E+01  2.871E+00  7.670E+00  5.000E+21  1.037E+22  1.397E+22  1.010E+01  2.752E+00
  374  1   33  2380.0  3227.0  7140.0  9681.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  8.948E+01  1.181E+00  7.670E+00  5.000E+21  1.000E+22  1.226E+22  1.151E+01  3.136E+00
  375  1   33  2190.0  3659.0  6570.0 10977.0  11.138  2896.0 20.7782   21.63   1.6010  0.000E+00  2.815E-02  1.181E-02  4.829E+23  1.411E+23  1.543E+00  9.320E-01  1.056E+02  6.126E+01  1.725E+00  7.670E+00  5.000E+21  1.060E+22  1.479E+22  9.539E+00  2.599E+00
  376  1   31  3100.0  3350.0  9300.0 10050.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  2.778E+01  2.502E+00  7.322E+00  5.000E+21  1.028E+22  1.290E+22  1.572E+01  2.415E+00
  377  1   31  2403.0  2917.0  7209.0  8751.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  2.291E+01  3.035E+00  7.322E+00  5.000E+21  9.763E+21  1.104E+22  1.837E+01  2.822E+00
  378  1   31  2438.0  1172.0  7314.0  3516.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  1.356E+01  5.126E+00  7.322E+00  5.000E+21  9.618E+21  1.053E+22  1.926E+01  2.958E+00
  379  1   31  2575.0  3628.0  7725.0 10884.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  1.802E+01  3.858E+00  7.322E+00  5.000E+21  1.025E+22  1.193E+22  1.701E+01  2.612E+00
  380  1   31  2544.0  3627.0  7632.0 10881.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  5.476E+01  1.269E+00  7.322E+00  5.000E+21  1.031E+22  1.194E+22  1.699E+01  2.610E+00
  381  1   31  2695.0  3009.0  8085.0  9027.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  2.476E+01  2.808E+00  7.322E+00  5.000E+21  1.016E+22  1.217E+22  1.667E+01  2.561E+00
  382  1   31  2656.0  3106.0  7968.0  9318.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  9.140E+00  7.605E+00  7.322E+00  5.000E+21  1.069E+22  1.185E+22  1.711E+01  2.629E+00
  383  1   31  2004.0  3186.0  6012.0  9558.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  2.603E+01  2.671E+00  7.322E+00  5.000E+21  1.130E+22  1.224E+22  1.656E+01  2.545E+00
  384  1   31  3034.0  3470.0  9102.0 10410.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  2.329E+01  2.985E+00  7.322E+00  5.000E+21  1.100E+22  1.576E+22  1.287E+01  1.977E+00
  385  1   31  2298.0  3577.0  6894.0 10731.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  8.285E+01  8.390E-01  7.322E+00  5.000E+21  1.115E+22  1.424E+22  1.424E+01  2.188E+00
  386  1   31  2955.0  3150.0  8865.0  9450.0   7.754  2016.0 19.4920   18.97   1.1000  0.000E+00  1.941E-02  8.207E-03  6.926E+23  2.028E+23  7.819E-01  6.132E-01  6.951E+01  3.070E+01  2.264E+00  7.322E+00  5.000E+21  9.439E+21  1.035E+22  1.960E+01  3.011E+00
  387  3  120  2572.0  3449.0  7716.0 10347.0  39.692 10320.0 40.0921   64.90   2.8090  0.000E+00  9.069E-02  4.189E-02  6.738E+22  2.293E+22  1.139E+01  1.207E+00  1.368E+02  6.594E+01  2.075E+00  9.976E+00  5.000E+21  9.599E+21  1.050E+22  2.184E+00  1.805E+00
  388  3  120  2188.0  3844.0  6564.0 11532.0  39.692 10320.0 40.0921   64.90   2.8090  0.000E+00  9.069E-02  4.189E-02  6.738E+22  2.293E+22  1.139E+01  1.207E+00  1.368E+02  2.870E+01  4.767E+00  9.976E+00  5.000E+21  9.708E+21  1.092E+22  2.100E+00  1.735E+00
  389  3  120  3095.0  3278.0  9285.0  9834.0  39.692 10320.0 40.0921   64.90   2.8090  0.000E+00  9.069E-02  4.189E-02  6.738E+22  2.293E+22  1.139E+01  1.207E+00  1.368E+02  1.416E+01  9.665E+00  9.976E+00  5.000E+21  1.010E+22  1.138E+22  2.014E+00  1.664E+00
  390  3  120  1972.0  3039.0  5916.0  9117.0  39.692 10320.0 40.0921   64.90   2.8090  0.000E+00  9.069E-02  4.189E-02  6.738E+22  2.293E+22  1.139E+01  1.207E+00  1.368E+02  2.103E+01  6.505E+00  9.976E+00  5.000E+21  9.466E+21  1.089E+22  2.105E+00  1.739E+00
  391  3  120  2820.0  3094.0  8460.0  9282.0  39.692 10320.0 40.0921   64.90   2.8090  0.000E+00  9.069E-02  4.189E-02  6.738E+22  2.293E+22  1.139E+01  1.207E+00  1.368E+02  2.791E+01  4.902E+00  9.976E+00  5.000E+21  8.815E+21  9.734E+21  2.356E+00  1.946E+00
  392  3  120  2091.0  3394.0  6273.0 10182.0  39.692 10320.0 40.0921   64.90   2.8090  0.000E+00  9.069E-02  4.189E-02  6.738E+22  2.293E+22  1.139E+01  1.207E+00  1.368E+02  6.004E+01  2.279E+00  9.976E+00  5.000E+21  8.131E+21  9.165E+21  2.502E+00  2.067E+00
  393  3  120  2233.0  1311.0  6699.0  3933.0  39.692 10320.0 40.0921   64.90   2.8090  0.000E+00  9.069E-02  4.189E-02  6.738E+22  2.293E+22  1.139E+01  1.207E+00  1.368E+02  1.233E+01  1.110E+01  9.976E+00  5.000E+21  7.819E+21  9.485E+21  2.418E+00  1.998E+00
  394  2   81  2975.0  3062.0  8925.0  9186.0  27.765  7219.0 30.9141   54.33   7.9690  0.000E+00  7.004E-02  2.943E-02  3.873E+23  1.140E+23  9.219E+00  1.380E+00  1.565E+02  9.920E+01  1.577E+00  7.891E+00  5.000E+21  9.751E+21  1.265E+22  9.015E+00  6.305E+00
  395  2   81  2852.0  3490.0  8556.0 10470.0  27.765  7219.0 30.9141   54.33   7.9690  0.000E+00  7.004E-02  2.943E-02  3.873E+23  1.140E+23  9.219E+00  1.380E+00  1.565E+02  1.169E+01  1.338E+01  7.891E+00  5.000E+21  9.385E+21  1.042E+22  1.094E+01  7.652E+00
  396  2   81  2744.0  2957.0  8232.0  8871.0  27.765  7219.0 30.9141   54.33   7.9690  0.000E+00  7.004E-02  2.943E-02  3.873E+23  1.140E+23  9.219E+00  1.380E+00  1.565E+02  1.233E+01  1.269E+01  7.891E+00  5.000E+21  1.076E+22  1.366E+22  8.345E+00  5.837E+00
  397  2   81  2022.0  1317.0  6066.0  3951.0  27.765  7219.0 30.9141   54.33   7.9690  0.000E+00  7.004E-02  2.943E-02  3.873E+23  1.140E+23  9.219E+00  1.380E+00  1.565E+02  1.399E+01  1.119E+01  7.891E+00  5.000E+21  9.615E+21  1.188E+22  9.592E+00  6.709E+00
  398  3  117  2258.0  1079.0  6774.0  3237.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  8.992E+01  1.535E+00  9.270E+00  5.000E+21  1.004E+22  1.260E+22  2.928E+00  1.803E+00
  399  3  117  2244.0  3759.0  6732.0 11277.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  4.835E+01  2.854E+00  9.270E+00  5.000E+21  1.054E+22  1.444E+22  2.555E+00  1.574E+00
  400  3  117  2177.0  1213.0  6531.0  3639.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  1.133E+01  1.219E+01  9.270E+00  5.000E+21  1.019E+22  1.134E+22  3.252E+00  2.003E+00
  401  3  117  2148.0  3183.0  6444.0  9549.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  5.118E+01  2.697E+00  9.270E+00  5.000E+21  1.007E+22  1.133E+22  3.257E+00  2.006E+00
  402  3  117  2417.0  3345.0  7251.0 10035.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  1.330E+02  1.038E+00  9.270E+00  5.000E+21  1.004E+22  1.493E+22  2.471E+00  1.522E+00
  403  3  117   891.0  3845.0  2673.0 11535.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  1.434E+01  9.626E+00  9.270E+00  5.000E+21  8.375E+21  1.129E+22  3.268E+00  2.013E+00
  404  3  117  1874.0  3014.0  5622.0  9042.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  1.019E+01  1.354E+01  9.270E+00  5.000E+21  1.018E+22  1.298E+22  2.841E+00  1.750E+00
  405  3  117  3434.0  1527.0 10302.0  4581.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  1.651E+01  8.362E+00  9.270E+00  5.000E+21  9.182E+21  1.143E+22  3.228E+00  1.988E+00
  406  3  117  2490.0  1106.0  7470.0  3318.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  1.548E+01  8.913E+00  9.270E+00  5.000E+21  9.143E+21  1.063E+22  3.472E+00  2.138E+00
  407  3  117  2496.0  3618.0  7488.0 10854.0  23.042  5991.0 27.5918   38.42   1.6460  0.000E+00  5.622E-02  2.440E-02  1.165E+23  3.689E+22  4.667E+00  1.218E+00  1.380E+02  2.724E+01  5.066E+00  9.270E+00  5.000E+21  1.009E+22  1.190E+22  3.101E+00  1.910E+00
  408  2   88  2155.0  1372.0  6465.0  4116.0  99.269 25810.0 91.1772  183.66  28.1300  0.000E+00  2.414E-01  1.047E-01  1.076E+23  3.431E+22  8.299E+01  1.289E+00  1.462E+02  1.917E+01  7.625E+00  9.400E+00  5.000E+21  8.593E+21  9.224E+21  3.720E+00  3.599E+00
